76,205,205,205,205,205,205,205,205,12,0,0,0,13,0,141,0,0,0,76,205,205,205,205,12,76,205,205,205,205,12,
13,1,1,2,1,1,1,1,1,141,0,0,0,13,0,141,0,0,0,13,1,1,1,2,141,13,1,1,1,1,141,
13,1,75,77,11,1,75,11,1,141,0,0,0,13,0,141,0,0,0,13,1,75,11,1,139,203,1,75,11,1,141,
13,1,141,0,13,1,141,13,1,141,0,0,0,13,0,141,0,0,0,13,1,141,13,1,1,1,1,141,13,1,141,
13,1,141,0,13,1,141,13,1,141,0,0,0,13,0,141,0,0,0,13,1,141,140,77,77,11,1,141,13,1,141,
13,1,139,205,203,1,139,203,1,139,205,205,205,203,0,139,205,205,205,203,1,139,205,205,205,203,1,141,13,1,141,
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,141,13,1,141,
13,1,75,77,11,1,75,77,77,77,77,77,77,11,0,75,77,77,77,11,1,75,11,1,75,77,77,204,13,1,141,
13,1,141,0,13,1,139,205,205,12,76,205,205,203,0,139,205,205,205,203,1,141,13,1,139,205,205,12,13,1,141,
13,1,141,0,13,1,1,1,1,141,13,0,0,0,0,0,0,0,0,0,1,141,13,1,1,1,1,141,13,1,141,
13,1,141,0,13,1,75,11,1,141,13,0,79,78,78,78,15,0,75,11,1,141,13,1,75,11,1,141,13,1,141,
13,1,139,205,203,1,141,13,1,139,203,0,142,0,0,0,14,0,141,13,1,139,203,1,141,13,1,139,203,1,141,
13,1,1,1,1,1,141,13,1,0,0,0,142,0,0,0,14,0,141,13,1,1,1,1,141,13,1,1,1,1,141,
140,77,77,77,11,1,141,140,77,77,11,0,73,0,0,0,14,0,141,140,77,77,11,0,141,140,77,77,11,1,141,
76,205,205,205,203,1,141,76,205,205,203,0,73,0,0,0,14,0,141,76,205,205,203,0,141,76,205,205,203,1,141,
13,1,1,1,1,1,141,13,1,0,0,0,142,0,0,0,14,0,141,13,1,1,1,1,141,13,1,1,1,1,141,
13,1,75,77,11,1,141,13,1,75,11,0,142,0,0,0,14,0,141,13,1,75,11,1,141,13,1,75,11,1,141,
13,1,141,0,13,1,139,203,1,141,13,0,143,206,206,206,207,0,139,203,1,141,13,1,139,203,1,141,13,1,141,
13,1,141,0,13,1,1,1,1,141,13,0,0,0,0,0,0,0,0,0,1,141,13,1,1,1,1,141,13,1,141,
13,1,141,0,13,1,75,77,77,204,140,77,77,11,0,75,77,77,77,11,1,141,13,1,75,77,77,204,13,1,141,
13,1,139,205,203,1,139,205,205,205,205,205,205,203,0,139,205,205,205,203,1,139,203,1,139,205,205,12,13,1,141,
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,141,13,1,141,
13,1,75,77,11,1,75,11,1,75,77,77,77,11,0,75,77,77,77,11,1,75,77,77,77,11,1,141,13,1,141,
13,1,141,0,13,1,141,13,1,141,0,0,0,13,0,141,0,0,0,13,1,141,76,205,205,203,1,141,13,1,141,
13,1,141,0,13,1,141,13,1,141,0,0,0,13,0,141,0,0,0,13,1,141,13,1,1,1,1,141,13,1,141,
13,1,139,205,203,1,139,203,1,141,0,0,0,13,0,141,0,0,0,13,1,139,203,1,75,11,1,139,203,1,141,
13,1,1,2,1,1,1,1,1,141,0,0,0,13,0,141,0,0,0,13,1,1,1,2,141,13,1,1,1,1,141,
140,77,77,77,77,77,77,77,77,204,0,0,0,13,0,141,0,0,0,140,77,77,77,77,204,140,77,77,77,77,204,
